_id,participant_id,image_id,image_order,action,client_timestamp,created_at,__v
6997e480b827d9ae2c1018b5,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_02,1,TRIGGER_MENU,1771562112816,Fri Feb 20 2026 04:35:12 GMT+0000 (Coordinated Universal Time),0
6997e482b827d9ae2c1018b7,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_02,1,OPEN_LENS,1771562114156,Fri Feb 20 2026 04:35:14 GMT+0000 (Coordinated Universal Time),0
6997e4deb827d9ae2c1018c7,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_01,6,TRIGGER_MENU,1771562206113,Fri Feb 20 2026 04:36:46 GMT+0000 (Coordinated Universal Time),0
6997e4dfb827d9ae2c1018c9,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_01,6,OPEN_LENS,1771562207378,Fri Feb 20 2026 04:36:47 GMT+0000 (Coordinated Universal Time),0
6997e4ebb827d9ae2c1018cd,e2e07f1d-8179-4412-945a-b10e3aea8e2a,ai_02,7,TRIGGER_MENU,1771562219907,Fri Feb 20 2026 04:36:59 GMT+0000 (Coordinated Universal Time),0
6997e4edb827d9ae2c1018cf,e2e07f1d-8179-4412-945a-b10e3aea8e2a,ai_02,7,OPEN_LENS,1771562220982,Fri Feb 20 2026 04:37:01 GMT+0000 (Coordinated Universal Time),0
6997e4efb827d9ae2c1018d1,e2e07f1d-8179-4412-945a-b10e3aea8e2a,ai_02,7,SCROLL_LENS,1771562223195,Fri Feb 20 2026 04:37:03 GMT+0000 (Coordinated Universal Time),0
6997e509b827d9ae2c1018d9,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_03,10,TRIGGER_MENU,1771562249262,Fri Feb 20 2026 04:37:29 GMT+0000 (Coordinated Universal Time),0
6997e50ab827d9ae2c1018db,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_03,10,OPEN_LENS,1771562250472,Fri Feb 20 2026 04:37:30 GMT+0000 (Coordinated Universal Time),0
6997e517b827d9ae2c1018df,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_05,11,TRIGGER_MENU,1771562263333,Fri Feb 20 2026 04:37:43 GMT+0000 (Coordinated Universal Time),0
6997e518b827d9ae2c1018e1,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_05,11,OPEN_LENS,1771562264653,Fri Feb 20 2026 04:37:44 GMT+0000 (Coordinated Universal Time),0
6997e52ab827d9ae2c1018e9,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_15,13,TRIGGER_MENU,1771562282603,Fri Feb 20 2026 04:38:02 GMT+0000 (Coordinated Universal Time),0
6997e52bb827d9ae2c1018eb,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_15,13,OPEN_LENS,1771562283271,Fri Feb 20 2026 04:38:03 GMT+0000 (Coordinated Universal Time),0
6997e537b827d9ae2c1018ef,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_16,14,TRIGGER_MENU,1771562295371,Fri Feb 20 2026 04:38:15 GMT+0000 (Coordinated Universal Time),0
6997e538b827d9ae2c1018f1,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_16,14,OPEN_LENS,1771562296547,Fri Feb 20 2026 04:38:16 GMT+0000 (Coordinated Universal Time),0
6997e542b827d9ae2c1018f5,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_14,15,TRIGGER_MENU,1771562306458,Fri Feb 20 2026 04:38:26 GMT+0000 (Coordinated Universal Time),0
6997e543b827d9ae2c1018f7,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_14,15,OPEN_LENS,1771562307650,Fri Feb 20 2026 04:38:27 GMT+0000 (Coordinated Universal Time),0
6997e553b827d9ae2c1018fb,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_12,16,TRIGGER_MENU,1771562323695,Fri Feb 20 2026 04:38:43 GMT+0000 (Coordinated Universal Time),0
6997e557b827d9ae2c1018fd,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_12,16,TRIGGER_MENU,1771562327413,Fri Feb 20 2026 04:38:47 GMT+0000 (Coordinated Universal Time),0
6997e559b827d9ae2c1018ff,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_12,16,OPEN_LENS,1771562328898,Fri Feb 20 2026 04:38:49 GMT+0000 (Coordinated Universal Time),0
6997e569b827d9ae2c101905,e2e07f1d-8179-4412-945a-b10e3aea8e2a,ai_15,18,TRIGGER_MENU,1771562345116,Fri Feb 20 2026 04:39:05 GMT+0000 (Coordinated Universal Time),0
6997e593b827d9ae2c10190b,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_11,20,TRIGGER_MENU,1771562387006,Fri Feb 20 2026 04:39:47 GMT+0000 (Coordinated Universal Time),0
6997e594b827d9ae2c10190d,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_11,20,OPEN_LENS,1771562388716,Fri Feb 20 2026 04:39:48 GMT+0000 (Coordinated Universal Time),0
6997e59eb827d9ae2c101911,e2e07f1d-8179-4412-945a-b10e3aea8e2a,ai_04,21,TRIGGER_MENU,1771562398026,Fri Feb 20 2026 04:39:58 GMT+0000 (Coordinated Universal Time),0
6997e59fb827d9ae2c101913,e2e07f1d-8179-4412-945a-b10e3aea8e2a,ai_04,21,OPEN_LENS,1771562399616,Fri Feb 20 2026 04:39:59 GMT+0000 (Coordinated Universal Time),0
6997e5d4b827d9ae2c10191b,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_20,23,TRIGGER_MENU,1771562452654,Fri Feb 20 2026 04:40:52 GMT+0000 (Coordinated Universal Time),0
6997e5d6b827d9ae2c10191d,e2e07f1d-8179-4412-945a-b10e3aea8e2a,real_20,23,OPEN_LENS,1771562454046,Fri Feb 20 2026 04:40:54 GMT+0000 (Coordinated Universal Time),0
69987712b827d9ae2c101aab,70d96c86-c17b-45aa-9c25-d845eecf5473,ai_01,3,TRIGGER_MENU,1771599634123,Fri Feb 20 2026 15:00:34 GMT+0000 (Coordinated Universal Time),0
69987712b827d9ae2c101aad,70d96c86-c17b-45aa-9c25-d845eecf5473,ai_01,3,TRIGGER_MENU,1771599634181,Fri Feb 20 2026 15:00:34 GMT+0000 (Coordinated Universal Time),0
69987713b827d9ae2c101aaf,70d96c86-c17b-45aa-9c25-d845eecf5473,ai_01,3,OPEN_LENS,1771599635088,Fri Feb 20 2026 15:00:35 GMT+0000 (Coordinated Universal Time),0
69987726b827d9ae2c101ab3,70d96c86-c17b-45aa-9c25-d845eecf5473,real_16,4,TRIGGER_MENU,1771599654813,Fri Feb 20 2026 15:00:54 GMT+0000 (Coordinated Universal Time),0
69987728b827d9ae2c101ab5,70d96c86-c17b-45aa-9c25-d845eecf5473,real_16,4,OPEN_LENS,1771599656076,Fri Feb 20 2026 15:00:56 GMT+0000 (Coordinated Universal Time),0
6998774ab827d9ae2c101ac3,70d96c86-c17b-45aa-9c25-d845eecf5473,real_14,10,TRIGGER_MENU,1771599690160,Fri Feb 20 2026 15:01:30 GMT+0000 (Coordinated Universal Time),0
6998774ab827d9ae2c101ac5,70d96c86-c17b-45aa-9c25-d845eecf5473,real_14,10,TRIGGER_MENU,1771599690238,Fri Feb 20 2026 15:01:30 GMT+0000 (Coordinated Universal Time),0
6998774bb827d9ae2c101ac7,70d96c86-c17b-45aa-9c25-d845eecf5473,real_14,10,OPEN_LENS,1771599691109,Fri Feb 20 2026 15:01:31 GMT+0000 (Coordinated Universal Time),0
6998775ab827d9ae2c101ac9,70d96c86-c17b-45aa-9c25-d845eecf5473,real_14,10,TRIGGER_MENU,1771599706219,Fri Feb 20 2026 15:01:46 GMT+0000 (Coordinated Universal Time),0
6998775ab827d9ae2c101acb,70d96c86-c17b-45aa-9c25-d845eecf5473,real_14,10,TRIGGER_MENU,1771599706309,Fri Feb 20 2026 15:01:46 GMT+0000 (Coordinated Universal Time),0
6998775bb827d9ae2c101acd,70d96c86-c17b-45aa-9c25-d845eecf5473,real_14,10,OPEN_LENS,1771599707052,Fri Feb 20 2026 15:01:47 GMT+0000 (Coordinated Universal Time),0
6998776fb827d9ae2c101ad5,70d96c86-c17b-45aa-9c25-d845eecf5473,ai_08,13,TRIGGER_MENU,1771599727030,Fri Feb 20 2026 15:02:07 GMT+0000 (Coordinated Universal Time),0
6998776fb827d9ae2c101ad7,70d96c86-c17b-45aa-9c25-d845eecf5473,ai_08,13,TRIGGER_MENU,1771599727103,Fri Feb 20 2026 15:02:07 GMT+0000 (Coordinated Universal Time),0
69987770b827d9ae2c101ad9,70d96c86-c17b-45aa-9c25-d845eecf5473,ai_08,13,OPEN_LENS,1771599728276,Fri Feb 20 2026 15:02:08 GMT+0000 (Coordinated Universal Time),0
6998777ab827d9ae2c101add,70d96c86-c17b-45aa-9c25-d845eecf5473,real_04,14,TRIGGER_MENU,1771599738202,Fri Feb 20 2026 15:02:18 GMT+0000 (Coordinated Universal Time),0
6998777ab827d9ae2c101adf,70d96c86-c17b-45aa-9c25-d845eecf5473,real_04,14,TRIGGER_MENU,1771599738279,Fri Feb 20 2026 15:02:18 GMT+0000 (Coordinated Universal Time),0
6998777bb827d9ae2c101ae1,70d96c86-c17b-45aa-9c25-d845eecf5473,real_04,14,OPEN_LENS,1771599739232,Fri Feb 20 2026 15:02:19 GMT+0000 (Coordinated Universal Time),0
69987783b827d9ae2c101ae5,70d96c86-c17b-45aa-9c25-d845eecf5473,ai_16,15,TRIGGER_MENU,1771599747468,Fri Feb 20 2026 15:02:27 GMT+0000 (Coordinated Universal Time),0
69987783b827d9ae2c101ae7,70d96c86-c17b-45aa-9c25-d845eecf5473,ai_16,15,TRIGGER_MENU,1771599747536,Fri Feb 20 2026 15:02:27 GMT+0000 (Coordinated Universal Time),0
69987784b827d9ae2c101ae9,70d96c86-c17b-45aa-9c25-d845eecf5473,ai_16,15,OPEN_LENS,1771599748363,Fri Feb 20 2026 15:02:28 GMT+0000 (Coordinated Universal Time),0
699877a0b827d9ae2c101af7,70d96c86-c17b-45aa-9c25-d845eecf5473,real_20,21,TRIGGER_MENU,1771599776225,Fri Feb 20 2026 15:02:56 GMT+0000 (Coordinated Universal Time),0
