_id,participant_id,image_id,image_order,action,client_timestamp,created_at,__v
32c2881d-f206-4ad9-9090-a2591a0154d3,21937e1a-04d7-4c7d-843c-8186ad696cd7,ai_01,19,TRIGGER_MENU,353000,Sun Mar 01 2026 08:05:53 GMT+0000 (Coordinated Universal Time),0
ca336f94-91da-4847-b54a-28308ee4c662,21937e1a-04d7-4c7d-843c-8186ad696cd7,ai_01,19,OPEN_LENS,355000,Sun Mar 01 2026 08:05:55 GMT+0000 (Coordinated Universal Time),0
05988951-1460-4412-b2a5-e4c31b4142cd,21937e1a-04d7-4c7d-843c-8186ad696cd7,ai_02,13,TRIGGER_MENU,369000,Sun Mar 01 2026 08:06:09 GMT+0000 (Coordinated Universal Time),0
732c53a5-e35e-442b-b2fc-51089572d0ca,21937e1a-04d7-4c7d-843c-8186ad696cd7,ai_02,13,OPEN_LENS,370000,Sun Mar 01 2026 08:06:10 GMT+0000 (Coordinated Universal Time),0
a28200cf-1b99-48b7-9062-a65ef8243c7c,21937e1a-04d7-4c7d-843c-8186ad696cd7,ai_16,6,TRIGGER_MENU,379000,Sun Mar 01 2026 08:06:19 GMT+0000 (Coordinated Universal Time),0
031e2724-934f-4b91-baf0-2ee55957e12b,21937e1a-04d7-4c7d-843c-8186ad696cd7,ai_16,6,OPEN_LENS,383000,Sun Mar 01 2026 08:06:23 GMT+0000 (Coordinated Universal Time),0
f54b665a-9489-4416-881b-6f9a2f744d1b,d5b7893e-9583-4346-8e7b-13713b17001a,ai_15,10,TRIGGER_MENU,985000,Sun Mar 01 2026 08:16:25 GMT+0000 (Coordinated Universal Time),0
3f87824f-c025-4f43-8d29-97c18b55a9da,d5b7893e-9583-4346-8e7b-13713b17001a,ai_15,10,OPEN_LENS,988000,Sun Mar 01 2026 08:16:28 GMT+0000 (Coordinated Universal Time),0
3cfd9e11-4a95-4ab2-be5d-fccb7fc2830b,d5b7893e-9583-4346-8e7b-13713b17001a,real_05,13,TRIGGER_MENU,1012000,Sun Mar 01 2026 08:16:52 GMT+0000 (Coordinated Universal Time),0
30d8a5f7-4249-452e-b693-75f90d87c05c,d5b7893e-9583-4346-8e7b-13713b17001a,real_05,13,OPEN_LENS,1016000,Sun Mar 01 2026 08:16:56 GMT+0000 (Coordinated Universal Time),0
b26803a9-91f3-45e1-a69a-e195bc46da92,74d342a1-3424-4b84-b7a8-3007c5b1e472,real_20,7,TRIGGER_MENU,1514000,Sun Mar 01 2026 08:25:14 GMT+0000 (Coordinated Universal Time),0
a39ec4a0-a45b-49ea-9cc5-5a4ebd9bc40b,74d342a1-3424-4b84-b7a8-3007c5b1e472,real_20,7,OPEN_LENS,1517000,Sun Mar 01 2026 08:25:17 GMT+0000 (Coordinated Universal Time),0
92ab051f-7ae2-4f4c-b2a8-dfdd006b0a8e,74d342a1-3424-4b84-b7a8-3007c5b1e472,ai_08,15,TRIGGER_MENU,1543000,Sun Mar 01 2026 08:25:43 GMT+0000 (Coordinated Universal Time),0
5c9ed686-fe88-436b-8843-c902a18e9950,74d342a1-3424-4b84-b7a8-3007c5b1e472,ai_08,15,OPEN_LENS,1545000,Sun Mar 01 2026 08:25:45 GMT+0000 (Coordinated Universal Time),0
a598389b-f906-423c-ac66-ab7834a812fb,74d342a1-3424-4b84-b7a8-3007c5b1e472,real_12,10,TRIGGER_MENU,1554000,Sun Mar 01 2026 08:25:54 GMT+0000 (Coordinated Universal Time),0
32465683-19ff-4463-b774-c3761c4d1d55,74d342a1-3424-4b84-b7a8-3007c5b1e472,real_12,10,OPEN_LENS,1555000,Sun Mar 01 2026 08:25:55 GMT+0000 (Coordinated Universal Time),0
4bbcac04-e17f-4f4d-bc38-09c1713c4429,74d342a1-3424-4b84-b7a8-3007c5b1e472,real_11,11,TRIGGER_MENU,1561000,Sun Mar 01 2026 08:26:01 GMT+0000 (Coordinated Universal Time),0
